id,name,type,location,prefecture,rank,school_strength
847,茨木第二高等学校,高校,大阪府茨木,大阪府,弱小,50
848,高槻商業高等学校,高校,大阪府高槻,大阪府,弱小,50
849,枚方工業高等学校,高校,大阪府枚方,大阪府,弱小,50
850,寝屋川農業高等学校,高校,大阪府寝屋川,大阪府,弱小,50
851,八尾総合高等学校,高校,大阪府八尾,大阪府,弱小,50
852,岸和田普通高等学校,高校,大阪府岸和田,大阪府,弱小,50
853,大阪市商業高等学校,高校,大阪府大阪市,大阪府,弱小,50
854,堺工業高等学校,高校,大阪府堺,大阪府,弱小,50
855,豊中農業高等学校,高校,大阪府豊中,大阪府,弱小,50
856,吹田総合高等学校,高校,大阪府吹田,大阪府,弱小,50
857,茨木普通高等学校,高校,大阪府茨木,大阪府,弱小,50
858,高槻東高等学校,高校,大阪府高槻,大阪府,弱小,50
859,枚方西高等学校,高校,大阪府枚方,大阪府,弱小,50
860,寝屋川南高等学校,高校,大阪府寝屋川,大阪府,弱小,50
861,八尾北高等学校,高校,大阪府八尾,大阪府,弱小,50
862,岸和田中央高等学校,高校,大阪府岸和田,大阪府,弱小,50
863,大阪市新高等学校,高校,大阪府大阪市,大阪府,弱小,50
864,堺東高等学校,高校,大阪府堺,大阪府,弱小,50
865,宝徳学園高校,高校,兵庫県西宮市,兵庫県,名門,50
866,東峰大学付属姫路高校,高校,兵庫県姫路市,兵庫県,名門,50
867,尼崎第一高等学校,高校,兵庫県尼崎,兵庫県,強豪,50
868,明石第二高等学校,高校,兵庫県明石,兵庫県,強豪,50
869,西宮第三高等学校,高校,兵庫県西宮,兵庫県,強豪,50
870,芦屋第四高等学校,高校,兵庫県芦屋,兵庫県,強豪,50
871,伊丹東高等学校,高校,兵庫県伊丹,兵庫県,中堅,50
872,宝塚西高等学校,高校,兵庫県宝塚,兵庫県,中堅,50
873,川西南高等学校,高校,兵庫県川西,兵庫県,中堅,50
874,三田北高等学校,高校,兵庫県三田,兵庫県,中堅,50
875,神戸中央高等学校,高校,兵庫県神戸,兵庫県,中堅,50
876,姫路新高等学校,高校,兵庫県姫路,兵庫県,中堅,50
877,尼崎総合高等学校,高校,兵庫県尼崎,兵庫県,中堅,50
878,明石第1高等学校,高校,兵庫県明石,兵庫県,弱小,50
879,西宮第2高等学校,高校,兵庫県西宮,兵庫県,弱小,50
880,芦屋商業高等学校,高校,兵庫県芦屋,兵庫県,弱小,50
881,伊丹工業高等学校,高校,兵庫県伊丹,兵庫県,弱小,50
882,宝塚農業高等学校,高校,兵庫県宝塚,兵庫県,弱小,50
883,川西総合高等学校,高校,兵庫県川西,兵庫県,弱小,50
884,三田普通高等学校,高校,兵庫県三田,兵庫県,弱小,50
885,神戸商業高等学校,高校,兵庫県神戸,兵庫県,弱小,50
886,姫路工業高等学校,高校,兵庫県姫路,兵庫県,弱小,50
887,尼崎農業高等学校,高校,兵庫県尼崎,兵庫県,弱小,50
888,明石総合高等学校,高校,兵庫県明石,兵庫県,弱小,50
889,西宮普通高等学校,高校,兵庫県西宮,兵庫県,弱小,50
890,芦屋東高等学校,高校,兵庫県芦屋,兵庫県,弱小,50
891,伊丹西高等学校,高校,兵庫県伊丹,兵庫県,弱小,50
892,宝塚南高等学校,高校,兵庫県宝塚,兵庫県,弱小,50
893,川西北高等学校,高校,兵庫県川西,兵庫県,弱小,50
894,三田中央高等学校,高校,兵庫県三田,兵庫県,弱小,50
895,神戸新高等学校,高校,兵庫県神戸,兵庫県,弱小,50
896,姫路東高等学校,高校,兵庫県姫路,兵庫県,弱小,50
897,智弁高校,高校,奈良県五條市,奈良県,名門,50
898,天理大高校,高校,奈良県天理市,奈良県,名門,50
899,大和郡山第一高等学校,高校,奈良県大和郡山,奈良県,強豪,50
900,天理第二高等学校,高校,奈良県天理,奈良県,強豪,50
901,橿原第三高等学校,高校,奈良県橿原,奈良県,強豪,50
902,桜井第四高等学校,高校,奈良県桜井,奈良県,強豪,50
903,五條東高等学校,高校,奈良県五條,奈良県,中堅,50
904,御所西高等学校,高校,奈良県御所,奈良県,中堅,50
905,生駒南高等学校,高校,奈良県生駒,奈良県,中堅,50
906,香芝北高等学校,高校,奈良県香芝,奈良県,中堅,50
907,奈良中央高等学校,高校,奈良県奈良,奈良県,中堅,50
908,大和高田新高等学校,高校,奈良県大和高田,奈良県,中堅,50
909,大和郡山総合高等学校,高校,奈良県大和郡山,奈良県,中堅,50
910,天理第一高等学校,高校,奈良県天理,奈良県,弱小,50
911,橿原第二高等学校,高校,奈良県橿原,奈良県,弱小,50
912,桜井商業高等学校,高校,奈良県桜井,奈良県,弱小,50
913,五條工業高等学校,高校,奈良県五條,奈良県,弱小,50
914,御所農業高等学校,高校,奈良県御所,奈良県,弱小,50
915,生駒総合高等学校,高校,奈良県生駒,奈良県,弱小,50
916,香芝普通高等学校,高校,奈良県香芝,奈良県,弱小,50
917,奈良商業高等学校,高校,奈良県奈良,奈良県,弱小,50
918,大和高田工業高等学校,高校,奈良県大和高田,奈良県,弱小,50
919,大和郡山農業高等学校,高校,奈良県大和郡山,奈良県,弱小,50
920,天理総合高等学校,高校,奈良県天理,奈良県,弱小,50
921,橿原普通高等学校,高校,奈良県橿原,奈良県,弱小,50
922,桜井東高等学校,高校,奈良県桜井,奈良県,弱小,50
923,五條西高等学校,高校,奈良県五條,奈良県,弱小,50
924,御所南高等学校,高校,奈良県御所,奈良県,弱小,50
925,生駒北高等学校,高校,奈良県生駒,奈良県,弱小,50
926,香芝中央高等学校,高校,奈良県香芝,奈良県,弱小,50
927,奈良新高等学校,高校,奈良県奈良,奈良県,弱小,50
928,大和高田東高等学校,高校,奈良県大和高田,奈良県,弱小,50
929,智弁高校和歌山,高校,和歌山県和歌山市,和歌山県,名門,50
930,市立和歌山高校,高校,和歌山県和歌山市,和歌山県,名門,50
931,橋本第一高等学校,高校,和歌山県橋本,和歌山県,強豪,50
932,有田第二高等学校,高校,和歌山県有田,和歌山県,強豪,50
933,御坊第三高等学校,高校,和歌山県御坊,和歌山県,強豪,50
934,田辺第四高等学校,高校,和歌山県田辺,和歌山県,強豪,50
935,新宮東高等学校,高校,和歌山県新宮,和歌山県,中堅,50
936,紀の川西高等学校,高校,和歌山県紀の川,和歌山県,中堅,50
937,岩出南高等学校,高校,和歌山県岩出,和歌山県,中堅,50
938,海草北高等学校,高校,和歌山県海草,和歌山県,中堅,50
939,和歌山中央高等学校,高校,和歌山県和歌山,和歌山県,中堅,50
940,海南新高等学校,高校,和歌山県海南,和歌山県,中堅,50
941,橋本総合高等学校,高校,和歌山県橋本,和歌山県,中堅,50
942,有田第一高等学校,高校,和歌山県有田,和歌山県,弱小,50
943,御坊第二高等学校,高校,和歌山県御坊,和歌山県,弱小,50
944,田辺商業高等学校,高校,和歌山県田辺,和歌山県,弱小,50
945,新宮工業高等学校,高校,和歌山県新宮,和歌山県,弱小,50
946,紀の川農業高等学校,高校,和歌山県紀の川,和歌山県,弱小,50
947,岩出総合高等学校,高校,和歌山県岩出,和歌山県,弱小,50
948,海草普通高等学校,高校,和歌山県海草,和歌山県,弱小,50
949,和歌山商業高等学校,高校,和歌山県和歌山,和歌山県,弱小,50
950,海南工業高等学校,高校,和歌山県海南,和歌山県,弱小,50
951,橋本農業高等学校,高校,和歌山県橋本,和歌山県,弱小,50
952,有田総合高等学校,高校,和歌山県有田,和歌山県,弱小,50
953,御坊普通高等学校,高校,和歌山県御坊,和歌山県,弱小,50
954,田辺東高等学校,高校,和歌山県田辺,和歌山県,弱小,50
955,新宮西高等学校,高校,和歌山県新宮,和歌山県,弱小,50
956,紀の川南高等学校,高校,和歌山県紀の川,和歌山県,弱小,50
957,岩出北高等学校,高校,和歌山県岩出,和歌山県,弱小,50
958,海草中央高等学校,高校,和歌山県海草,和歌山県,弱小,50
959,和歌山新高等学校,高校,和歌山県和歌山,和歌山県,弱小,50
960,海南東高等学校,高校,和歌山県海南,和歌山県,弱小,50
961,鳥取条北高校,高校,鳥取県鳥取市,鳥取県,名門,50
962,米子正院高校,高校,鳥取県米子市,鳥取県,名門,50
963,倉吉第一高等学校,高校,鳥取県倉吉,鳥取県,強豪,50
964,境港第二高等学校,高校,鳥取県境港,鳥取県,強豪,50
965,岩美第三高等学校,高校,鳥取県岩美,鳥取県,強豪,50
966,八頭第四高等学校,高校,鳥取県八頭,鳥取県,強豪,50
967,東伯東高等学校,高校,鳥取県東伯,鳥取県,中堅,50
968,西伯西高等学校,高校,鳥取県西伯,鳥取県,中堅,50
969,日野南高等学校,高校,鳥取県日野,鳥取県,中堅,50
970,日南北高等学校,高校,鳥取県日南,鳥取県,中堅,50
971,鳥取中央高等学校,高校,鳥取県鳥取,鳥取県,中堅,50
972,米子新高等学校,高校,鳥取県米子,鳥取県,中堅,50
973,倉吉総合高等学校,高校,鳥取県倉吉,鳥取県,中堅,50
974,境港第一高等学校,高校,鳥取県境港,鳥取県,弱小,50
975,岩美第二高等学校,高校,鳥取県岩美,鳥取県,弱小,50
976,八頭商業高等学校,高校,鳥取県八頭,鳥取県,弱小,50
977,東伯工業高等学校,高校,鳥取県東伯,鳥取県,弱小,50
978,西伯農業高等学校,高校,鳥取県西伯,鳥取県,弱小,50
979,日野総合高等学校,高校,鳥取県日野,鳥取県,弱小,50
980,日南普通高等学校,高校,鳥取県日南,鳥取県,弱小,50
981,鳥取商業高等学校,高校,鳥取県鳥取,鳥取県,弱小,50
982,米子工業高等学校,高校,鳥取県米子,鳥取県,弱小,50
983,倉吉農業高等学校,高校,鳥取県倉吉,鳥取県,弱小,50
984,境港総合高等学校,高校,鳥取県境港,鳥取県,弱小,50
985,岩美普通高等学校,高校,鳥取県岩美,鳥取県,弱小,50
986,八頭東高等学校,高校,鳥取県八頭,鳥取県,弱小,50
987,東伯西高等学校,高校,鳥取県東伯,鳥取県,弱小,50
988,西伯南高等学校,高校,鳥取県西伯,鳥取県,弱小,50
989,日野北高等学校,高校,鳥取県日野,鳥取県,弱小,50
990,日南中央高等学校,高校,鳥取県日南,鳥取県,弱小,50
991,鳥取新高等学校,高校,鳥取県鳥取,鳥取県,弱小,50
992,米子東高等学校,高校,鳥取県米子,鳥取県,弱小,50
993,海生高校,高校,島根県松江市,島根県,名門,50
994,立誠大学湘南高校,高校,島根県松江市,島根県,名門,50
995,出雲第一高等学校,高校,島根県出雲,島根県,強豪,50
996,益田第二高等学校,高校,島根県益田,島根県,強豪,50
997,大田第三高等学校,高校,島根県大田,島根県,強豪,50
998,安来第四高等学校,高校,島根県安来,島根県,強豪,50
999,江津東高等学校,高校,島根県江津,島根県,中堅,50
1000,雲南西高等学校,高校,島根県雲南,島根県,中堅,50
1001,仁多南高等学校,高校,島根県仁多,島根県,中堅,50
1002,邑智北高等学校,高校,島根県邑智,島根県,中堅,50
1003,松江中央高等学校,高校,島根県松江,島根県,中堅,50
1004,浜田新高等学校,高校,島根県浜田,島根県,中堅,50
1005,出雲総合高等学校,高校,島根県出雲,島根県,中堅,50
1006,益田第一高等学校,高校,島根県益田,島根県,弱小,50
1007,大田第二高等学校,高校,島根県大田,島根県,弱小,50
1008,安来商業高等学校,高校,島根県安来,島根県,弱小,50
1009,江津工業高等学校,高校,島根県江津,島根県,弱小,50
1010,雲南農業高等学校,高校,島根県雲南,島根県,弱小,50
1011,仁多総合高等学校,高校,島根県仁多,島根県,弱小,50
1012,邑智普通高等学校,高校,島根県邑智,島根県,弱小,50
1013,松江商業高等学校,高校,島根県松江,島根県,弱小,50
1014,浜田工業高等学校,高校,島根県浜田,島根県,弱小,50
1015,出雲農業高等学校,高校,島根県出雲,島根県,弱小,50
1016,益田総合高等学校,高校,島根県益田,島根県,弱小,50
1017,大田普通高等学校,高校,島根県大田,島根県,弱小,50
1018,安来東高等学校,高校,島根県安来,島根県,弱小,50
1019,江津西高等学校,高校,島根県江津,島根県,弱小,50
1020,雲南南高等学校,高校,島根県雲南,島根県,弱小,50
1021,仁多北高等学校,高校,島根県仁多,島根県,弱小,50
1022,邑智中央高等学校,高校,島根県邑智,島根県,弱小,50
1023,松江新高等学校,高校,島根県松江,島根県,弱小,50
1024,浜田東高等学校,高校,島根県浜田,島根県,弱小,50
1025,関西学院高校,高校,岡山県岡山市,岡山県,名門,50
1026,金光第一高校,高校,岡山県浅口市,岡山県,名門,50
1027,津山第一高等学校,高校,岡山県津山,岡山県,強豪,50
1028,玉野第二高等学校,高校,岡山県玉野,岡山県,強豪,50
1029,笠岡第三高等学校,高校,岡山県笠岡,岡山県,強豪,50
1030,井原第四高等学校,高校,岡山県井原,岡山県,強豪,50
1031,総社東高等学校,高校,岡山県総社,岡山県,中堅,50
1032,高梁西高等学校,高校,岡山県高梁,岡山県,中堅,50
1033,新見南高等学校,高校,岡山県新見,岡山県,中堅,50
1034,備前北高等学校,高校,岡山県備前,岡山県,中堅,50
1035,岡山中央高等学校,高校,岡山県岡山,岡山県,中堅,50
1036,倉敷新高等学校,高校,岡山県倉敷,岡山県,中堅,50
1037,津山総合高等学校,高校,岡山県津山,岡山県,中堅,50
1038,玉野第一高等学校,高校,岡山県玉野,岡山県,弱小,50
1039,笠岡第二高等学校,高校,岡山県笠岡,岡山県,弱小,50
1040,井原商業高等学校,高校,岡山県井原,岡山県,弱小,50
1041,総社工業高等学校,高校,岡山県総社,岡山県,弱小,50
1042,高梁農業高等学校,高校,岡山県高梁,岡山県,弱小,50
1043,新見総合高等学校,高校,岡山県新見,岡山県,弱小,50
1044,備前普通高等学校,高校,岡山県備前,岡山県,弱小,50
1045,岡山商業高等学校,高校,岡山県岡山,岡山県,弱小,50
1046,倉敷工業高等学校,高校,岡山県倉敷,岡山県,弱小,50
1047,津山農業高等学校,高校,岡山県津山,岡山県,弱小,50
1048,玉野総合高等学校,高校,岡山県玉野,岡山県,弱小,50
1049,笠岡普通高等学校,高校,岡山県笠岡,岡山県,弱小,50
1050,井原東高等学校,高校,岡山県井原,岡山県,弱小,50
1051,総社西高等学校,高校,岡山県総社,岡山県,弱小,50
1052,高梁南高等学校,高校,岡山県高梁,岡山県,弱小,50
1053,新見北高等学校,高校,岡山県新見,岡山県,弱小,50
1054,備前中央高等学校,高校,岡山県備前,岡山県,弱小,50
1055,岡山新高等学校,高校,岡山県岡山,岡山県,弱小,50
1056,倉敷東高等学校,高校,岡山県倉敷,岡山県,弱小,50
1057,広稜高校,高校,広島県広島市,広島県,名門,50
1058,広島商業高校,高校,広島県広島市,広島県,名門,50
1059,福山第一高等学校,高校,広島県福山,広島県,強豪,50
1060,東広島第二高等学校,高校,広島県東広島,広島県,強豪,50
1061,廿日市第三高等学校,高校,広島県廿日市,広島県,強豪,50
1062,安芸高田第四高等学校,高校,広島県安芸高田,広島県,強豪,50
1063,江田島東高等学校,高校,広島県江田島,広島県,中堅,50
1064,大竹西高等学校,高校,広島県大竹,広島県,中堅,50
1065,竹原南高等学校,高校,広島県竹原,広島県,中堅,50
1066,三原北高等学校,高校,広島県三原,広島県,中堅,50
1067,広島中央高等学校,高校,広島県広島,広島県,中堅,50
1068,呉新高等学校,高校,広島県呉,広島県,中堅,50
1069,福山総合高等学校,高校,広島県福山,広島県,中堅,50
1070,東広島第一高等学校,高校,広島県東広島,広島県,弱小,50
1071,廿日市第二高等学校,高校,広島県廿日市,広島県,弱小,50
1072,安芸高田商業高等学校,高校,広島県安芸高田,広島県,弱小,50
1073,江田島工業高等学校,高校,広島県江田島,広島県,弱小,50
1074,大竹農業高等学校,高校,広島県大竹,広島県,弱小,50
1075,竹原総合高等学校,高校,広島県竹原,広島県,弱小,50
1076,三原普通高等学校,高校,広島県三原,広島県,弱小,50
1077,広島北商業高等学校,高校,広島県広島,広島県,弱小,50
1078,呉工業高等学校,高校,広島県呉,広島県,弱小,50
1079,福山農業高等学校,高校,広島県福山,広島県,弱小,50
1080,東広島総合高等学校,高校,広島県東広島,広島県,弱小,50
1081,廿日市普通高等学校,高校,広島県廿日市,広島県,弱小,50
1082,安芸高田東高等学校,高校,広島県安芸高田,広島県,弱小,50
1083,江田島西高等学校,高校,広島県江田島,広島県,弱小,50
1084,大竹南高等学校,高校,広島県大竹,広島県,弱小,50
1085,竹原北高等学校,高校,広島県竹原,広島県,弱小,50
1086,三原中央高等学校,高校,広島県三原,広島県,弱小,50
1087,広島新高等学校,高校,広島県広島,広島県,弱小,50
1088,呉東高等学校,高校,広島県呉,広島県,弱小,50
1089,高川高校,高校,山口県防府市,山口県,名門,50
1090,下関インターナショナル高校,高校,山口県下関,山口県,名門,50
1091,宇部第一高等学校,高校,山口県宇部,山口県,強豪,50
1092,周南第二高等学校,高校,山口県周南,山口県,強豪,50
1093,岩国第三高等学校,高校,山口県岩国,山口県,強豪,50
1094,長門第四高等学校,高校,山口県長門,山口県,強豪,50
1095,萩東高等学校,高校,山口県萩,山口県,中堅,50
1096,美祢西高等学校,高校,山口県美祢,山口県,中堅,50
1097,柳井南高等学校,高校,山口県柳井,山口県,中堅,50
1098,光北高等学校,高校,山口県光,山口県,中堅,50
1099,山口中央高等学校,高校,山口県山口,山口県,中堅,50
1100,下関新高等学校,高校,山口県下関,山口県,中堅,50
1101,宇部総合高等学校,高校,山口県宇部,山口県,中堅,50
1102,周南第一高等学校,高校,山口県周南,山口県,弱小,50
1103,岩国第二高等学校,高校,山口県岩国,山口県,弱小,50
1104,長門商業高等学校,高校,山口県長門,山口県,弱小,50
1105,萩工業高等学校,高校,山口県萩,山口県,弱小,50
1106,美祢農業高等学校,高校,山口県美祢,山口県,弱小,50
1107,柳井総合高等学校,高校,山口県柳井,山口県,弱小,50
1108,光普通高等学校,高校,山口県光,山口県,弱小,50
1109,山口商業高等学校,高校,山口県山口,山口県,弱小,50
1110,下関工業高等学校,高校,山口県下関,山口県,弱小,50
1111,宇部農業高等学校,高校,山口県宇部,山口県,弱小,50
1112,周南総合高等学校,高校,山口県周南,山口県,弱小,50
1113,岩国普通高等学校,高校,山口県岩国,山口県,弱小,50
1114,長門東高等学校,高校,山口県長門,山口県,弱小,50
1115,萩西高等学校,高校,山口県萩,山口県,弱小,50
1116,美祢南高等学校,高校,山口県美祢,山口県,弱小,50
1117,柳井北高等学校,高校,山口県柳井,山口県,弱小,50
1118,光中央高等学校,高校,山口県光,山口県,弱小,50
1119,山口新高等学校,高校,山口県山口,山口県,弱小,50
1120,下関東高等学校,高校,山口県下関,山口県,弱小,50
1121,鳴門高校,高校,徳島県鳴門市,徳島県,名門,50
1122,徳島商業高校,高校,徳島県徳島市,徳島県,名門,50
1123,小松島第一高等学校,高校,徳島県小松島,徳島県,強豪,50
1124,阿南第二高等学校,高校,徳島県阿南,徳島県,強豪,50
1125,吉野川第三高等学校,高校,徳島県吉野川,徳島県,強豪,50
1126,阿波第四高等学校,高校,徳島県阿波,徳島県,強豪,50
1127,美馬東高等学校,高校,徳島県美馬,徳島県,中堅,50
1128,三好西高等学校,高校,徳島県三好,徳島県,中堅,50
1129,勝浦南高等学校,高校,徳島県勝浦,徳島県,中堅,50
1130,板野北高等学校,高校,徳島県板野,徳島県,中堅,50
1131,徳島中央高等学校,高校,徳島県徳島,徳島県,中堅,50
1132,鳴門新高等学校,高校,徳島県鳴門,徳島県,中堅,50
1133,小松島総合高等学校,高校,徳島県小松島,徳島県,中堅,50
1134,阿南第一高等学校,高校,徳島県阿南,徳島県,弱小,50
1135,吉野川第二高等学校,高校,徳島県吉野川,徳島県,弱小,50
1136,阿波商業高等学校,高校,徳島県阿波,徳島県,弱小,50
1137,美馬工業高等学校,高校,徳島県美馬,徳島県,弱小,50
1138,三好農業高等学校,高校,徳島県三好,徳島県,弱小,50
1139,勝浦総合高等学校,高校,徳島県勝浦,徳島県,弱小,50
1140,板野普通高等学校,高校,徳島県板野,徳島県,弱小,50
1141,徳島東商業高等学校,高校,徳島県徳島,徳島県,弱小,50
1142,鳴門工業高等学校,高校,徳島県鳴門,徳島県,弱小,50
1143,小松島農業高等学校,高校,徳島県小松島,徳島県,弱小,50
1144,阿南総合高等学校,高校,徳島県阿南,徳島県,弱小,50
1145,吉野川普通高等学校,高校,徳島県吉野川,徳島県,弱小,50
1146,阿波東高等学校,高校,徳島県阿波,徳島県,弱小,50
1147,美馬西高等学校,高校,徳島県美馬,徳島県,弱小,50
1148,三好南高等学校,高校,徳島県三好,徳島県,弱小,50
1149,勝浦北高等学校,高校,徳島県勝浦,徳島県,弱小,50
1150,板野中央高等学校,高校,徳島県板野,徳島県,弱小,50
1151,徳島新高等学校,高校,徳島県徳島,徳島県,弱小,50
1152,鳴門東高等学校,高校,徳島県鳴門,徳島県,弱小,50
1153,尽正学園高校,高校,香川県善通寺市,香川県,名門,50
1154,英名高校,高校,香川県高松市,香川県,名門,50
1155,坂出第一高等学校,高校,香川県坂出,香川県,強豪,50
1156,善通寺第二高等学校,高校,香川県善通寺,香川県,強豪,50
1157,観音寺第三高等学校,高校,香川県観音寺,香川県,強豪,50
1158,さぬき第四高等学校,高校,香川県さぬき,香川県,強豪,50
1159,東かがわ東高等学校,高校,香川県東かがわ,香川県,中堅,50
1160,綾歌西高等学校,高校,香川県綾歌,香川県,中堅,50
1161,小豆島南高等学校,高校,香川県小豆島,香川県,中堅,50
1162,土庄北高等学校,高校,香川県土庄,香川県,中堅,50
1163,高松中央高等学校,高校,香川県高松,香川県,中堅,50
1164,丸亀新高等学校,高校,香川県丸亀,香川県,中堅,50
1165,坂出総合高等学校,高校,香川県坂出,香川県,中堅,50
1166,善通寺第一高等学校,高校,香川県善通寺,香川県,弱小,50
1167,観音寺第二高等学校,高校,香川県観音寺,香川県,弱小,50
1168,さぬき商業高等学校,高校,香川県さぬき,香川県,弱小,50
1169,東かがわ工業高等学校,高校,香川県東かがわ,香川県,弱小,50
1170,綾歌農業高等学校,高校,香川県綾歌,香川県,弱小,50
1171,小豆島総合高等学校,高校,香川県小豆島,香川県,弱小,50
1172,土庄普通高等学校,高校,香川県土庄,香川県,弱小,50
1173,高松商業高等学校,高校,香川県高松,香川県,弱小,50
1174,丸亀工業高等学校,高校,香川県丸亀,香川県,弱小,50
1175,坂出農業高等学校,高校,香川県坂出,香川県,弱小,50
1176,善通寺総合高等学校,高校,香川県善通寺,香川県,弱小,50
1177,観音寺普通高等学校,高校,香川県観音寺,香川県,弱小,50
1178,さぬき東高等学校,高校,香川県さぬき,香川県,弱小,50
1179,東かがわ西高等学校,高校,香川県東かがわ,香川県,弱小,50
1180,綾歌南高等学校,高校,香川県綾歌,香川県,弱小,50
1181,小豆島北高等学校,高校,香川県小豆島,香川県,弱小,50
1182,土庄中央高等学校,高校,香川県土庄,香川県,弱小,50
1183,高松新高等学校,高校,香川県高松,香川県,弱小,50
1184,丸亀東高等学校,高校,香川県丸亀,香川県,弱小,50
1185,細美高校,高校,愛媛県松山市,愛媛県,名門,50
1186,聖カトリーヌ学院,高校,愛媛県松山市,愛媛県,名門,50
1187,今治西高校,高校,愛媛県今治市,愛媛県,強豪,50
1188,松山商業高校,高校,愛媛県松山市,愛媛県,強豪,50
1189,大洲第三高等学校,高校,愛媛県大洲,愛媛県,強豪,50
1190,伊予第四高等学校,高校,愛媛県伊予,愛媛県,強豪,50
1191,四国中央東高等学校,高校,愛媛県四国中央,愛媛県,中堅,50
1192,西予西高等学校,高校,愛媛県西予,愛媛県,中堅,50
1193,上浮穴南高等学校,高校,愛媛県上浮穴,愛媛県,中堅,50
1194,伊予北高等学校,高校,愛媛県伊予,愛媛県,中堅,50
1195,松山中央高等学校,高校,愛媛県松山,愛媛県,中堅,50
1196,今治新高等学校,高校,愛媛県今治,愛媛県,中堅,50
1197,新居浜総合高等学校,高校,愛媛県新居浜,愛媛県,中堅,50
1198,西条第一高等学校,高校,愛媛県西条,愛媛県,弱小,50
1199,大洲第二高等学校,高校,愛媛県大洲,愛媛県,弱小,50
1200,伊予商業高等学校,高校,愛媛県伊予,愛媛県,弱小,50
1201,四国中央工業高等学校,高校,愛媛県四国中央,愛媛県,弱小,50
1202,西予農業高等学校,高校,愛媛県西予,愛媛県,弱小,50
1203,上浮穴総合高等学校,高校,愛媛県上浮穴,愛媛県,弱小,50
1204,伊予普通高等学校,高校,愛媛県伊予,愛媛県,弱小,50
1205,松山中央商業高等学校,高校,愛媛県松山,愛媛県,弱小,50
1206,今治工業高等学校,高校,愛媛県今治,愛媛県,弱小,50
1207,新居浜農業高等学校,高校,愛媛県新居浜,愛媛県,弱小,50
1208,西条総合高等学校,高校,愛媛県西条,愛媛県,弱小,50
1209,大洲普通高等学校,高校,愛媛県大洲,愛媛県,弱小,50
1210,伊予東高等学校,高校,愛媛県伊予,愛媛県,弱小,50
1211,四国中央西高等学校,高校,愛媛県四国中央,愛媛県,弱小,50
1212,西予南高等学校,高校,愛媛県西予,愛媛県,弱小,50
1213,上浮穴北高等学校,高校,愛媛県上浮穴,愛媛県,弱小,50
1214,伊予中央高等学校,高校,愛媛県伊予,愛媛県,弱小,50
1215,松山新高等学校,高校,愛媛県松山,愛媛県,弱小,50
1216,今治東高等学校,高校,愛媛県今治,愛媛県,弱小,50
1217,明督義塾高校,高校,高知県須崎市,高知県,名門,50
1218,高知高校,高校,高知県高知市,高知県,名門,50
1219,安芸第一高等学校,高校,高知県安芸,高知県,強豪,50
1220,南国第二高等学校,高校,高知県南国,高知県,強豪,50
1221,土佐第三高等学校,高校,高知県土佐,高知県,強豪,50
1222,須崎第四高等学校,高校,高知県須崎,高知県,強豪,50
1223,宿毛東高等学校,高校,高知県宿毛,高知県,中堅,50
1224,土佐清水西高等学校,高校,高知県土佐清水,高知県,中堅,50
1225,四万十南高等学校,高校,高知県四万十,高知県,中堅,50
1226,香南北高等学校,高校,高知県香南,高知県,中堅,50
1227,高知中央高等学校,高校,高知県高知,高知県,中堅,50
1228,室戸新高等学校,高校,高知県室戸,高知県,中堅,50
1229,安芸総合高等学校,高校,高知県安芸,高知県,中堅,50
1230,南国第一高等学校,高校,高知県南国,高知県,弱小,50
1231,土佐第二高等学校,高校,高知県土佐,高知県,弱小,50
1232,須崎商業高等学校,高校,高知県須崎,高知県,弱小,50
1233,宿毛工業高等学校,高校,高知県宿毛,高知県,弱小,50
1234,土佐清水農業高等学校,高校,高知県土佐清水,高知県,弱小,50
1235,四万十総合高等学校,高校,高知県四万十,高知県,弱小,50
1236,香南普通高等学校,高校,高知県香南,高知県,弱小,50
1237,高知商業高等学校,高校,高知県高知,高知県,弱小,50
1238,室戸工業高等学校,高校,高知県室戸,高知県,弱小,50
1239,安芸農業高等学校,高校,高知県安芸,高知県,弱小,50
1240,南国総合高等学校,高校,高知県南国,高知県,弱小,50
1241,土佐普通高等学校,高校,高知県土佐,高知県,弱小,50
1242,須崎東高等学校,高校,高知県須崎,高知県,弱小,50
1243,宿毛西高等学校,高校,高知県宿毛,高知県,弱小,50
1244,土佐清水南高等学校,高校,高知県土佐清水,高知県,弱小,50
1245,四万十北高等学校,高校,高知県四万十,高知県,弱小,50
1246,香南中央高等学校,高校,高知県香南,高知県,弱小,50
1247,高知新高等学校,高校,高知県高知,高知県,弱小,50
1248,室戸東高等学校,高校,高知県室戸,高知県,弱小,50
1249,西日本大学付属高校,高校,福岡県八女市,福岡県,名門,50
1250,九州インターナショナル付属高校,高校,福岡県北九州市,福岡県,名門,50
1251,久留米第一高等学校,高校,福岡県久留米,福岡県,強豪,50
1252,大牟田第二高等学校,高校,福岡県大牟田,福岡県,強豪,50
1253,直方第三高等学校,高校,福岡県直方,福岡県,強豪,50
1254,飯塚第四高等学校,高校,福岡県飯塚,福岡県,強豪,50
1255,田川東高等学校,高校,福岡県田川,福岡県,中堅,50
1256,柳川西高等学校,高校,福岡県柳川,福岡県,中堅,50
1257,八女南高等学校,高校,福岡県八女,福岡県,中堅,50
1258,筑後北高等学校,高校,福岡県筑後,福岡県,中堅,50
